OID_,CTR_MN_ISO,CTR_MN_NM,UC_NM_MN,UC_NM_LST,Total_POP,Access_POP,SDG1121pct,Shape_Length,Shape_Area
204,ARG,Argentina,Pilar,Pilar; Villa Rosa,86201.156861782117630,38241.166012287118065,44.362706261128608,0.414970690185319,0.004109637728028
205,ARG,Argentina,General Rodríguez,General Rodríguez,31434.131398916259059,15291.183899879448290,48.645161228811837,0.207810754305711,0.001666791098940
206,ARG,Argentina,Belén de Escobar,Belén de Escobar; Matheu,62638.686214446912345,19142.662641048438672,30.560447221885319,0.286758878524094,0.002737228683124
207,ARG,Argentina,Buenos Aires,Buenos Aires; Avellaneda; Vicente López; Gregorio de Laferrere; Merlo; José C. Paz; Quilmes; Banfield; Lanús Este; Lanús Oeste; González Catán; Isidro Casanova; Virrey Del Pino; Moreno; Berazategui; San Miguel; Monte Grande; Villa Madero; Santa María; Mor,13951554.603647058829665,9492084.932102605700493,68.036037572624835,4.415170188356208,0.192956396244921
208,ARG,Argentina,Posadas,Posadas,281639.278373955865391,270997.787058829213493,96.221588346424682,0.566888000224582,0.007453587418548
209,ARG,Argentina,Tristán Suárez,Tristán Suárez; Spegazzini; Máximo Paz,39821.794654130811978,20673.166055679339479,51.914199837637973,0.230827692440526,0.001574265559337
210,ARG,Argentina,Río Gallegos,Río Gallegos,60488.477987170292181,3365.239883184434802,5.563439509749612,0.376279904948401,0.003249919972608
211,ARG,Argentina,La Plata,La Plata; Berisso,594061.985150335123762,312771.572561979584862,52.649652793862764,0.974878211068944,0.018893825824031
212,ARG,Argentina,Tandil,Tandil,64681.420752525555145,63077.306618690614414,97.519976965298241,0.255967347525472,0.002536713008253
213,ARG,Argentina,Oberá,Oberá,48152.768168687813159,44522.115723609960696,92.460137634540601,0.213830085881018,0.001728321590294
214,ARG,Argentina,Eldorado,Eldorado,34319.659071207039233,13549.943020343796888,39.481578159707681,0.283961983316200,0.001711822881407
215,ARG,Argentina,Necochea,Necochea; Quequén,45218.031409025206813,3148.582250595094592,6.963112175570420,0.305617817007433,0.002373606696797
216,ARG,Argentina,Mar del Plata,Mar del Plata,486980.777493477275129,80511.366154909133911,16.532760609013472,0.804151419730068,0.013415949134130
217,ARG,Argentina,Rio Grande,Rio Grande,21761.381731152534485,14024.136568069463465,64.445064846196104,0.223216667149498,0.001366172883920
218,ARG,Argentina,Ushuaia,Ushuaia,27491.909927368178614,23507.780797481522313,85.507994386666837,0.285578796356562,0.001540108809011
219,ARM,Armenia,Gyumri,Gyumri,83945.600545063556638,28399.931777477297146,33.831352200800183,0.317386201241249,0.002771429073855
220,ARM,Armenia,Vanadzor,Vanadzor,55644.045311257192225,14662.238242864605127,26.350058053558378,0.287280420439328,0.002132245072636
221,ARM,Armenia,Yerevan,Yerevan,1075483.107736730482429,837686.577785253175534,77.889329154420537,0.815964691679187,0.020171421662611
222,AUS,Australia,Mandurah,Mandurah,66271.494815772821312,24322.431778324753395,36.701196865920082,0.842065759384993,0.007084157486029
223,AUS,Australia,Rockingham,Rockingham,70606.703562550537754,8898.164702809188384,12.602436105696826,0.441704700456642,0.004391940887821
224,AUS,Australia,Perth,Perth; Joondalup,1337202.188996459590271,833129.302599942195229,62.303914056945018,2.131736541200861,0.072846428811144
225,AUS,Australia,Hobart,Hobart,75992.278007872766466,75328.004220958711812,99.125866727083405,0.586515197829596,0.004403784617959
226,AUS,Australia,Old Reynella,Old Reynella; Woodcroft; Reynella East; Reynella; Trott Park; Happy Valley; Sheidow Park; Morphett Vale; Hallett Cove; Lonsdale; Christie Downs; Hackham West; Hackham; O'Sullivan Beach; Huntfield Heights; Noarlunga Downs; Christies Beach; Port Noarlunga,110259.685913468332728,65268.035668242810061,59.194831844038873,0.664058748751803,0.006905125040218
227,AUS,Australia,Adelaide,Adelaide,989243.214669654844329,937148.761607557884417,94.733908477755563,2.339718629914328,0.049871450523671
228,AUS,Australia,Geelong,Geelong,152502.464764472766547,96649.164847700551036,63.375477240297037,1.063093063953843,0.009850436417416
229,AUS,Australia,Ballarat,Ballarat,71116.843463836674346,8203.056701183315454,11.534618666469102,0.530283922364140,0.005293192552428
230,AUS,Australia,Werribee,Werribee,199239.756510730629088,60681.115172574645840,30.456328714347897,0.724134593231339,0.009405552085468
231,AUS,Australia,Melbourne,Melbourne,3689164.018506255466491,2449141.083943586796522,66.387427386198070,5.025884325246186,0.164551088919898
232,AUS,Australia,Woden,Woden; Weston Creek,57228.418065053629107,56746.874739206483355,99.158559082832383,0.390347022126228,0.003363858924081
233,AUS,Australia,Belconnen,Belconnen,77091.319339333087555,76122.048600232330500,98.742697949124008,0.393449515127890,0.004148846629101
234,AUS,Australia,Wollongong,Wollongong,160089.287498006277019,76449.121429533319315,47.754051894625071,1.254114253196326,0.011348224828832
235,AUS,Australia,Campbelltown,Campbelltown,113879.600264775595861,22990.791446672050370,20.188682953941985,0.670185310209163,0.005162417900035
236,AUS,Australia,Penrith,Penrith,113290.362293647951446,66544.056382771581411,58.737614599810151,0.573965549093769,0.005823742106885
237,AUS,Australia,Sydney,Sydney,3984616.382573008071631,2944155.269699721131474,73.888048108625540,3.604415064821560,0.131760751112670
238,AUS,Australia,Newcastle,Newcastle,211003.700233222334646,208112.569644341856474,98.629819957809062,0.941591391105438,0.012785850944427
239,AUS,Australia,Toowoomba,Toowoomba,85439.000777458451921,8417.061270833015442,9.851544604034867,0.416854154909806,0.004278477476737
240,AUS,Australia,Aitkenvale,Aitkenvale; Mundingburra; Vincent; Cranbrook; Heatley; Gulliver; Annandale; Currajong; Kirwan; Mysterton; Mount Louisa; Pimlico; Rosslea; Hyde Park; Douglas; Thuringowa Central; Hermit Park; Garbutt; Idalia; West End; Oonoonba; Railway Estate; Shaw; Cosgr,97736.179089604920591,10264.084346778696272,10.501826900117047,0.399463972349014,0.004702364916243
241,AUS,Australia,Cairns,Cairns,56206.156642932422983,29598.777446240150311,52.661094823252029,0.328236466072849,0.002867932140233
242,AUS,Australia,River Glen Village,River Glen Village,60015.255990756726533,53655.734254670845985,89.403491443799950,0.349894684775308,0.002915930777158
243,AUS,Australia,Gold Coast,Gold Coast,339250.216969964152668,305354.942808335821610,90.008768612039248,1.422782402526603,0.017280449872864
244,AUS,Australia,Brisbane,Brisbane,1049812.419826762750745,1027871.460281273233704,97.910011433365341,1.974232711161208,0.045302148351559
245,AUS,Australia,Lindum,Lindum; Bulwer Island,56763.956967153564619,54675.966484171673073,96.321626266840227,0.350760706037620,0.002546394617757
246,AUS,Australia,Thorneside,Thorneside; Alexandra Hills; Birkdale; Cleveland; Ormiston; Chandler; Thornlands; Capalaba; Wellington Point,97482.338017444810248,92283.630776952923043,94.667026513498712,0.526664553599248,0.006096520214317
247,AUS,Australia,Redcliffe,Redcliffe; Margate; Woody Point; Clontarf; Kippa-Ring; Scarborough; Rothwell; Mango Hill; Newport,58608.056745191526716,58121.606965265607869,99.169995036619582,0.393296610207904,0.003357827079709
248,AUS,Australia,Maroochydore,Maroochydore,73262.796230878928327,62585.996964819620189,85.426710669884002,0.456384489241276,0.004877010109965
249,AUT,Austria,Innsbruck,Innsbruck,101011.887337804029812,99842.696182012441568,98.842521225366681,0.342046240636135,0.003210902149380
250,AUT,Austria,Salzburg,Salzburg,130117.988117694752873,127506.104681849756162,97.992680740281287,0.426959180817176,0.005526563791662
251,AUT,Austria,Linz,Linz,191817.003817320568487,181310.487558126100339,94.522635610969616,0.531849561553063,0.008366710598341
252,AUT,Austria,Klagenfurt,Klagenfurt,57587.529749035835266,55427.733497381246707,96.249541765262549,0.289888900249815,0.003054936592159
253,AUT,Austria,Graz,Graz,256126.329437850974500,253029.321246624051128,98.790827870752551,0.475135126587379,0.008646990733992
254,AUT,Austria,Vienna,Vienna,1931631.823179964441806,1878952.486860409146175,97.272806562441787,1.559379988236531,0.047458061441384
255,AZE,Azerbaijan,Nakhchivan,Nakhchivan,95195.305772781430278,29132.637511253335106,30.603018998425245,0.232197777876851,0.002186956925092
256,AZE,Azerbaijan,Ganja,Ganja,235330.441031575290253,40484.699291705968790,17.203341443733596,0.424641801632447,0.005852668888859
257,AZE,Azerbaijan,Sheki,Sheki,21441.182442665081908,-9999.000000000000000,-9999.000000000000000,0.277159999988048,0.001930142984172
258,AZE,Azerbaijan,Mingachevir,Mingachevir,50393.588848829138442,2827.612219810483566,5.611055462417576,0.272416052611325,0.002130898018537
259,AZE,Azerbaijan,Jemili,Jemili,51060.200368590732978,-9999.000000000000000,-9999.000000000000000,0.214656013327224,0.001470818557149
260,AZE,Azerbaijan,Barda,Barda,10901.276251852523274,1846.005493164061818,16.933847473596135,0.235599040682387,0.001694811449955
261,AZE,Azerbaijan,Xındırıstan,Xındırıstan; Uchoglan; Çəmənli,20278.129076123139384,-9999.000000000000000,-9999.000000000000000,0.258517274195649,0.002321366064106
262,AZE,Azerbaijan,Kurdamir,Kurdamir,11474.681614160535901,-9999.000000000000000,-9999.000000000000000,0.212332164115332,0.001588398210768
263,AZE,Azerbaijan,Shamakhi,Shamakhi,19670.354810595516028,-9999.000000000000000,-9999.000000000000000,0.217104709885248,0.001275939518876
264,AZE,Azerbaijan,Saatli,Saatli,15881.280779004091528,4171.778740882878083,26.268528331784129,0.258581646177898,0.001368279017635
265,AZE,Azerbaijan,Sabirabad,Sabirabad,21834.449215889009793,-9999.000000000000000,-9999.000000000000000,0.188113112467688,0.001474765966139
266,AZE,Azerbaijan,Cəlilabad,Cəlilabad,18860.162475109147636,-9999.000000000000000,-9999.000000000000000,0.241304456289764,0.001770508573413
267,AZE,Azerbaijan,Şirvan,Şirvan,60703.542076349251147,592.463394045829432,0.975994766995085,0.254868200731084,0.001894624864014
268,AZE,Azerbaijan,Masallı,Masallı,15152.102472543712793,-9999.000000000000000,-9999.000000000000000,0.170896496656596,0.001350483194500
269,AZE,Azerbaijan,Sumgayit,Sumgayit,321417.066165923257358,25924.940382957454858,8.065825717410549,0.750600671278473,0.009986082964484
270,AZE,Azerbaijan,Lankaran,Lankaran,22415.236390829097218,5320.456871986385522,23.735894546100727,0.251776871437553,0.001966226317060
271,AZE,Azerbaijan,Baku,Baku; Khyrdalan,1851803.591890460811555,979119.494423384894617,52.873830610935698,1.456250189681550,0.035191372660840
272,BDI,Burundi,Rugombo,Rugombo,10052.619500875476660,-9999.000000000000000,-9999.000000000000000,0.124650292729031,0.000484770066483
273,BDI,Burundi,Mugina,Mugina,4975.493969917298273,-9999.000000000000000,-9999.000000000000000,0.072308193621624,0.000242371998907
274,BDI,Burundi,Buganda,Buganda,6386.230470895769940,-9999.000000000000000,-9999.000000000000000,0.092287880865874,0.000404028552042
275,BDI,Burundi,Murwi,Murwi,1836.125749349593661,-9999.000000000000000,-9999.000000000000000,0.052341735830200,0.000161599277156
276,BDI,Burundi,Gatumba,Gatumba,13073.903779268259314,-9999.000000000000000,-9999.000000000000000,0.112282690886593,0.000565837406245
277,BDI,Burundi,Bujumbura,Bujumbura,889016.549478530767374,3069.225791931153253,0.345238319098948,0.623435932648534,0.008407057660417
278,BDI,Burundi,Buyenzi,Buyenzi,3706.970782279969171,-9999.000000000000000,-9999.000000000000000,0.052361976127650,0.000161716029880
279,BDI,Burundi,Bubanza,Bubanza,12297.988547086699327,-9999.000000000000000,-9999.000000000000000,0.092293484700960,0.000484883552096
280,BDI,Burundi,Rumonge,Rumonge,22744.939079761508765,-9999.000000000000000,-9999.000000000000000,0.108538409959108,0.000566236389964
281,BDI,Burundi,Musigati,Musigati,3144.444279670715332,-9999.000000000000000,-9999.000000000000000,0.056133069612397,0.000161626006049
282,BDI,Burundi,Nyabiraba,Nyabiraba,1749.484267234802928,-9999.000000000000000,-9999.000000000000000,0.036167631141843,0.000080844259334
283,BDI,Burundi,Isare,Isare,13057.332164764417030,-9999.000000000000000,-9999.000000000000000,0.092307349901353,0.000404174292283
284,BDI,Burundi,Nyanza Lac,Nyanza Lac,13487.648733139050819,-9999.000000000000000,-9999.000000000000000,0.128557623717902,0.000647435691050
285,BDI,Burundi,Bururi,Bururi,7424.348552227014807,-9999.000000000000000,-9999.000000000000000,0.108536250070668,0.000485338301171
286,BDI,Burundi,Muramvya,Muramvya,15872.378561973562682,-9999.000000000000000,-9999.000000000000000,0.112278591594835,0.000565797592353
287,BDI,Burundi,Kayanza,Kayanza,41136.961073875427246,-9999.000000000000000,-9999.000000000000000,0.144628866166198,0.000727221393693
288,BDI,Burundi,Bukeye,Bukeye,6811.084606647494184,-9999.000000000000000,-9999.000000000000000,0.092299368971929,0.000323291383445
289,BDI,Burundi,Mwaro,Mwaro,8642.042968034746082,-9999.000000000000000,-9999.000000000000000,0.104718344742106,0.000485083466619
290,BDI,Burundi,Makamba,Makamba,10921.208234548563269,-9999.000000000000000,-9999.000000000000000,0.108550859431041,0.000566355833102
291,BDI,Burundi,Ngozi,Ngozi,68919.149298667907715,-9999.000000000000000,-9999.000000000000000,0.148413535034271,0.000808010286656
292,BDI,Burundi,Ntabandwa,Ntabandwa; Gikomero,5917.645981788634344,-9999.000000000000000,-9999.000000000000000,0.088510099687094,0.000404090899459
293,BDI,Burundi,Gashikanwa,Gashikanwa,5151.936032772055114,-9999.000000000000000,-9999.000000000000000,0.108470777056932,0.000404005435232
294,BDI,Burundi,Buraza,Buraza,1551.822305202483449,-9999.000000000000000,-9999.000000000000000,0.056156139812753,0.000161740305110
295,BDI,Burundi,Gitega,Gitega,77766.424353599562892,5389.600807189943225,6.930498414950550,0.180835733646313,0.001374327346457
296,BDI,Burundi,Kayogoro,Kayogoro,6151.382310628886444,-9999.000000000000000,-9999.000000000000000,0.104757717836946,0.000404532145830
297,BDI,Burundi,Rutana,Rutana,8203.773156166074841,-9999.000000000000000,-9999.000000000000000,0.108535181725233,0.000404432807631
298,BDI,Burundi,Mutoyi,Mutoyi,4744.962475061414807,-9999.000000000000000,-9999.000000000000000,0.104700880766238,0.000404106647335
299,BDI,Burundi,Ntega,Ntega,4394.066663742066339,-9999.000000000000000,-9999.000000000000000,0.092272189531583,0.000323124030826
300,BDI,Burundi,Nyabibuye,Nyabibuye,830.975502729415666,-9999.000000000000000,-9999.000000000000000,0.036165364171064,0.000080834749997
301,BDI,Burundi,Musenyi,Musenyi,2580.929069519042059,-9999.000000000000000,-9999.000000000000000,0.052343591113563,0.000161608589083
302,BDI,Burundi,Bugenyuzi,Bugenyuzi,1751.555960416795187,-9999.000000000000000,-9999.000000000000000,0.056133908699424,0.000161629698057
303,BDI,Burundi,Kirundo,Kirundo,13443.903479576114478,-9999.000000000000000,-9999.000000000000000,0.112239395145438,0.000484677246546
304,BDI,Burundi,Vumbi,Vumbi,4247.561854362488702,-9999.000000000000000,-9999.000000000000000,0.112244351978497,0.000403928511312
305,BDI,Burundi,Muyange-Gasoho,Muyange-Gasoho; Kagari,7014.820060253139673,-9999.000000000000000,-9999.000000000000000,0.072310624646019,0.000323178094893
306,BDI,Burundi,Marembo,Marembo; Nciri; Gisenyi; Karehe,15810.042658805854444,-9999.000000000000000,-9999.000000000000000,0.241695688612183,0.001211629437683
307,BDI,Burundi,Ruyigi,Ruyigi,11204.611203670494433,-9999.000000000000000,-9999.000000000000000,0.108504307459658,0.000565914237512
308,BDI,Burundi,Butihinda,Butihinda,4913.269397974009735,-9999.000000000000000,-9999.000000000000000,0.128430261320644,0.000565512510106
309,BDI,Burundi,Muyinga,Muyinga,28823.853447437271825,-9999.000000000000000,-9999.000000000000000,0.144623645478096,0.000807962147526
310,BDI,Burundi,Kabogo,Kabogo; Mukoni; Mugano,8165.988739967348010,-9999.000000000000000,-9999.000000000000000,0.068518616296938,0.000242339124467
311,BDI,Burundi,Giteranyi,Giteranyi,5068.818295001989100,-9999.000000000000000,-9999.000000000000000,0.072300906441929,0.000242323356830
312,BDI,Burundi,Gisuru,Gisuru,5193.041071414948419,-9999.000000000000000,-9999.000000000000000,0.088525529611828,0.000323377019336
313,BDI,Burundi,Gatoke,Gatoke,3852.197035789486563,-9999.000000000000000,-9999.000000000000000,0.052331730979944,0.000161539888187
314,BDI,Burundi,Cankuzo,Cankuzo,4911.299619436262219,-9999.000000000000000,-9999.000000000000000,0.072325847178021,0.000323298419806
315,BEL,Belgium,Bredene,Bredene; Oudenburg; Stene; Ostend,71350.145589113177266,67837.577738761814544,95.076999743519281,0.356343223408815,0.004252122330048
316,BEL,Belgium,Bruges,Bruges,64713.324358999692777,63489.881843089977338,98.109442641019953,0.348873709137011,0.003864066549699
317,BEL,Belgium,Kortrijk,Kortrijk; Harelbeke; Kuurne,100685.288619697108516,96594.409227728581754,95.936964130459756,0.564718111310441,0.008306597991020
318,BEL,Belgium,Ghent,Ghent,279571.330351411190350,251379.243695735087385,89.915959329506506,0.967034296579643,0.018884604294092
319,BEL,Belgium,Mons,Mons,99925.899124383970047,92518.187959551883978,92.586795585785765,0.588625617273820,0.007855593447192
